Code,Gr,lieu,DESCR,Jour,Hr deb,Hr fin,Date deb,Date fin,NB_Seance,Coordonné par,"Age 
min","Age 
max","Insc. 
Max",POST_COMPT, coût ,NO_GRIL,ANNLULATION,Réservation,
ETOILE,01,PIS-AB,Étoile de mer (AB - Di 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,Date pour calcul: 6 juillet 2019
ETOILE,02,PIS-AB,Étoile de mer (AB - Di 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,Date pour calcul: 6 juillet 2019
ETOILE,03,PIS-AB,Étoile de mer (AB - Di 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,Date pour calcul: 6 juillet 2019
ETOILE,04,PIS-AB,Étoile de mer (AB - Me - 18h),Mercredi,18:00,18:25,2020-01-08,2020-03-11,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,Date pour calcul: 6 juillet 2019
ETOILE,05,PIS-AB,Étoile de mer (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,Date pour calcul: 6 juillet 2019
ETOILE,51,PIS-LT,Étoile de mer (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,Date pour calcul: 6 juillet 2019
CANARD,01,PIS-AB,Canard (AB - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CANARD,02,PIS-AB,Canard (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CANARD,03,PIS-AB,Canard (AB - Di - 11h30),Dimanche,11:30,11:55,2020-01-12,2020-03-15,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CANARD,04,PIS-AB,Canard (AB - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-14,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CANARD,05,PIS-AB,Canard (AB - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-14,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
CANARD,51,PIS-LT,Canard (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
CANARD,52,PIS-LT,Canard (LT - Di - 12h35),Dimanche,12:35,13:00,2020-01-12,2020-03-22,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
CANARD,53,PIS-LT,Canard (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
CANARD,54,PIS-LT,Canard (LT - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
CANARD,55,PIS-LT,Canard (LT - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,1,2,10,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
TORTUE,01,PIS-AB,Tortue de mer (AB - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-15,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,02,PIS-AB,Tortue de mer (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,03,PIS-AB,Tortue de mer (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,04,PIS-AB,Tortue de mer (AB - Di - 13h),Dimanche,13:00,13:25,2020-01-12,2020-03-15,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,05,PIS-AB,Tortue de mer (AB - Me - 18h30),Mercredi,18:30,18:55,2020-01-08,2020-03-11,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,06,PIS-AB,Tortue de mer (AB - Me - 19h),Mercredi,19:00,19:25,2020-01-08,2020-03-11,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,07,PIS-AB,Tortue de mer (AB - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-14,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,08,PIS-AB,Tortue de mer (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,09,PIS-AB,Tortue de mer (AB - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-14,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,51,PIS-LT,Tortue de mer (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
TORTUE,52,PIS-LT,Tortue de mer (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
TORTUE,53,PIS-LT,Tortue de mer (LT - Di - 13h05,Dimanche,13:05,13:30,2020-01-12,2020-03-22,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
TORTUE,54,PIS-LT,Tortue de mer (LT - Lu - 18h30),Lundi,18:30,18:55,2020-01-06,2020-03-09,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,,,
TORTUE,55,PIS-LT,Tortue de mer (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
TORTUE,56,PIS-LT,Tortue de mer (LT - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-21,10,J. Gauvin,2,3,10,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
LOUTRE,01,PIS-AB,Loutre de mer (AB - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,02,PIS-AB,Loutre de mer (AB - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,03,PIS-AB,Loutre de mer (AB - Di - 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,04,PIS-AB,Loutre de mer (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,05,PIS-AB,Loutre de mer (AB - Di - 12h30),Dimanche,12:30,12:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,06,PIS-AB,Loutre de mer (AB - Ma - 18h30),Mardi,18:30,18:55,2020-01-07,2020-03-10,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,07,PIS-AB,Loutre de mer (AB - Je - 18h),Jeudi,18:00,18:25,2020-01-09,2020-03-12,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,08,PIS-AB,Loutre de mer (AB - Je - 18h30),Jeudi,18:30,18:55,2020-01-09,2020-03-12,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,09,PIS-AB,Loutre de mer (AB - Je - 19h),Jeudi,19:00,19:25,2020-01-09,2020-03-12,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,10,PIS-AB,Loutre de mer (AB - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,11,PIS-AB,Loutre de mer (AB - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,12,PIS-AB,Loutre de mer (AB - Sa - 12h30),Samedi,12:30,12:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,51,PIS-LT,Loutre de mer (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,52,PIS-LT,Loutre de mer (LT - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,53,PIS-LT,Loutre de mer (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,54,PIS-LT,Loutre de mer (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,55,PIS-LT,Loutre de mer (LT - Di - 12h35),Dimanche,12:35,13:00,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,56,PIS-LT,Loutre de mer (LT - Di - 13h05),Dimanche,13:05,13:30,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
LOUTRE,57,PIS-LT,Loutre de mer (LT - Lu - 19h),Lundi,19:00,19:25,2020-01-06,2020-03-09,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,58,PIS-LT,Loutre de mer (LT - Je - 19h),Jeudi,19:00,19:25,2020-01-09,2020-03-12,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
LOUTRE,59,PIS-LT,Loutre de mer (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
LOUTRE,60,PIS-LT,Loutre de mer (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
LOUTRE,61,PIS-LT,Loutre de mer (LT - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
LOUTRE,62,PIS-LT,Loutre de mer (LT - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,01,PIS-AB,Salamandre (AB - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,02,PIS-AB,Salamandre (AB - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,03,PIS-AB,Salamandre  (AB - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,04,PIS-AB,Salamandre  (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,05,PIS-AB,Salamandre  (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,06,PIS-AB,Salamandre (AB - Di - 11h30),Dimanche,11:30,11:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,07,PIS-AB,Salamandre (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,08,PIS-AB,Salamandre (AB - Di - 12h30),Dimanche,12:30,12:55,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,09,PIS-AB,Salamandre (AB - Di - 13h),Dimanche,13:00,13:25,2020-01-12,2020-03-15,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,10,PIS-AB,Salamandre (AB - Ma - 18h),Mardi,18:00,18:25,2020-01-07,2020-03-10,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,11,PIS-AB,Salamandre (AB - Me - 18h),Mercredi,18:00,18:25,2020-01-08,2020-03-11,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,12,PIS-AB,Salamandre (AB - Me - 18h30),Mercredi,18:30,18:55,2020-01-08,2020-03-11,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,13,PIS-AB,Salamandre (AB - Me - 19h),Mercredi,19:00,19:25,2020-01-08,2020-03-11,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,14,PIS-AB,Salamandre (AB - Je - 18h),Jeudi,18:00,18:25,2020-01-09,2020-03-12,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,15,PIS-AB,Salamandre (AB - Ve - 18h),Vendredi,18:00,18:25,2020-01-10,2020-03-13,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,16,PIS-AB,Salamandre (AB - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,17,PIS-AB,Salamandre (AB - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,18,PIS-AB,Salamandre (AB - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,19,PIS-AB,Salamandre (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,20,PIS-AB,Salamandre (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,21,PIS-AB,Salamandre (AB - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,22,PIS-AB,Salamandre (AB - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,23,PIS-AB,Salamandre (AB - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,24,PIS-AB,Salamandre (AB - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,25,PIS-AB,Salamandre (AB - Sa - 12h),Samedi,12:00,12:25,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,26,PIS-AB,Salamandre (AB - Sa - 12h30),Samedi,12:30,12:55,2020-01-11,2020-03-14,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,51,PIS-LT,Salamandre (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,52,PIS-LT,Salamandre (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,53,PIS-LT,Salamandre (LT - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,54,PIS-LT,Salamandre (LT - Di - 9h30) ,Dimanche,9:30,9:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,55,PIS-LT,Salamandre (LT - Di - 10h30) ,Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,56,PIS-LT,Salamandre (LT - Di - 12h05) ,Dimanche,12:05,12:30,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,57,PIS-LT,Salamandre (LT - Di - 13h05) ,Dimanche,13:05,13:30,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,58,PIS-LT,Salamandre (LT - Di - 13h05) ,Dimanche,13:05,13:30,2020-01-12,2020-03-22,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
SALAMANDRE,59,PIS-LT,Salamandre (LT - Lu - 18h30) ,Lundi,18:30,18:55,2020-01-06,2020-03-09,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,60,PIS-LT,Salamandre (LT - Lu - 19h) ,Lundi,19:00,19:25,2020-01-06,2020-03-09,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,61,PIS-LT,Salamandre (LT - Ve - 19h) ,Vendredi,19:00,19:25,2020-01-10,2020-03-13,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,62,PIS-LT,Salamandre (LT - Ve - 19h30) ,Vendredi,19:30,19:55,2020-01-10,2020-03-13,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
SALAMANDRE,63,PIS-LT,Salamandre (LT - Sa - 8h30) ,Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,64,PIS-LT,Salamandre (LT - Sa - 9h) ,Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,65,PIS-LT,Salamandre (LT - Sa - 9h30) ,Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,66,PIS-LT,Salamandre (LT - Sa - 9h30) ,Samedi,9:30,9:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,67,PIS-LT,Salamandre (LT - Sa - 10h) ,Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,68,PIS-LT,Salamandre  (LT - Sa - 10h30) ,Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,69,PIS-LT,Salamandre (LT - Sa - 11h) ,Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
SALAMANDRE,70,PIS-LT,Salamandre (LT - Sa - 11h30) ,Samedi,11:30,11:55,2020-01-11,2020-03-21,10,J. Gauvin,3,5,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,01,PIS-AB,Poisson-Lune (AB - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,02,PIS-AB,Poisson-Lune (AB - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,03,PIS-AB,Poisson-Lune (AB - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,04,PIS-AB,Poisson-Lune (AB - Di - 11h),Dimanche,11:00,11:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,05,PIS-AB,Poisson-Lune (AB - Di - 12h),Dimanche,12:00,12:25,2020-01-12,2020-03-15,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,06,PIS-AB,Poisson-Lune  (AB - Me - 18h),Mercredi,18:00,18:25,2020-01-08,2020-03-11,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,07,PIS-AB,Poisson-Lune  (AB - Me - 19h),Mercredi,19:00,19:25,2020-01-08,2020-03-11,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,08,PIS-AB,Poisson-Lune  (AB - Je - 18h30),Jeudi,18:30,18:55,2020-01-09,2020-03-12,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,09,PIS-AB,Poisson-Lune  (AB - Sa - 9h30),Samedi,9:30,9:55,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,10,PIS-AB,Poisson-Lune  (AB - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,11,PIS-AB,Poisson-Lune  (AB - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-14,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,51,PIS-LT,Poisson-Lune  (LT - Di - 8h30),Dimanche,8:30,8:55,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,FAIT
POISSON,52,PIS-LT,Poisson-Lune (LT - Di - 9h),Dimanche,9:00,9:25,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,53,PIS-LT,Poisson-Lune (LT - Di - 10h),Dimanche,10:00,10:25,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,54,PIS-LT,Poisson-Lune (LT - Di - 10h30),Dimanche,10:30,10:55,2020-01-12,2020-03-22,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,"Sunday, February 2, 2020",,
POISSON,55,PIS-LT,Poisson-Lune (LT - Ve - 19h),Vendredi,19:00,19:25,2020-01-10,2020-03-13,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,56,PIS-LT,Poisson-Lune (LT - Ve - 19h),Vendredi,19:00,19:25,2020-01-10,2020-03-13,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
POISSON,57,PIS-LT,Poisson-Lune (LT - Sa - 8h30),Samedi,8:30,8:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,FAIT
POISSON,58,PIS-LT,Poisson-Lune (LT - Sa - 9h),Samedi,9:00,9:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,59,PIS-LT,Poisson-Lune (LT - Sa - 10h),Samedi,10:00,10:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,60,PIS-LT,Poisson-Lune (LT - Sa - 10h30),Samedi,10:30,10:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,61,PIS-LT,Poisson-Lune (LT - Sa - 11h),Samedi,11:00,11:25,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
POISSON,62,PIS-LT,Poisson-Lune (LT - Sa - 11h30),Samedi,11:30,11:55,2020-01-11,2020-03-21,10,J. Gauvin,3,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,1er février 2020,,
CROCODILE,01,PIS-AB,Crocodile (AB - Di - 9h30),Dimanche,9:30,9:55,2020-01-12,2020-03-15,10,J. Gauvin,4,6,6,2-01-234-96-414, 61.50  $ ,A-ENF,,,
